Arup

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 04/12/2014 13:36:00

GSA 8.7.0.36 64-bit Copyright © Oasys 1985-2014

Beam Derived Stresses
Stresses are calculated only for elements that have unmodified Area, Iyy and Izz or for which
the 'Stress Calc. Basis' is specified as 'Section'.
The 'Stress Calc. Basis' is reported only for sections that have modified Area, Iyy or Izz.

+ve stresses:  tensile

SEy and SEz are the maximum elastic shear stresses.  (Refer to the GSA manual for details.)

Torsional stress:  St = Mxx/Ct
- where Ct is the 'torsion modulus'.  (Refer to the GSA manual for details.)

Von Mises stress:  This is calculated assuming the maximum through thickness stress and torsional stress coexist.
In most cases this is an over-estimate of the von Mises stress.

Case list:  C3 : ULS3

START_TABLE Beam Derived Stresses
Elem	Case	Stress Calc. Basis	Pos	SEy	SEz	St	Von Mises
				[Pa]	[Pa]	[Pa]	[Pa]
1048	C3		796	789400.	50.03E+6	-7.101E+6	275.1E+6
			817	789400.	50.03E+6	-7.101E+6	194.0E+6
1049	C3		796	3.441E+6	8.667E+6	3.438E+6	44.11E+6
			797	3.441E+6	8.667E+6	3.438E+6	70.41E+6
1051	C3		797	470000.	50.86E+6	425300.	255.1E+6
			818	470000.	50.86E+6	425300.	234.2E+6
1052	C3		797	-2.528E+6	2.110E+6	1.080E+6	14.89E+6
			798	-2.528E+6	2.110E+6	1.080E+6	26.59E+6
1054	C3		798	1.778E+6	50.34E+6	-2.644E+6	249.3E+6
			819	1.778E+6	50.34E+6	-2.644E+6	234.1E+6
1056	C3		799	4.556E+6	423700.	4.090E+6	30.39E+6
			820	4.556E+6	423700.	4.090E+6	35.94E+6
1057	C3		799	-6.469E+6	5.743E+6	-3.058E+6	69.70E+6
			800	-6.469E+6	5.743E+6	-3.058E+6	43.10E+6
1059	C3		800	7.738E+6	-3.848E+6	5.435E+6	67.29E+6
			821	7.738E+6	-3.848E+6	5.435E+6	59.77E+6
1060	C3		800	-7.796E+6	13.16E+6	-5.506E+6	116.8E+6
			801	-7.796E+6	13.16E+6	-5.506E+6	89.03E+6
1062	C3		801	9.386E+6	-9.967E+6	8.276E+6	109.6E+6
			822	9.386E+6	-9.967E+6	8.276E+6	100.3E+6
1063	C3		801	-9.925E+6	21.60E+6	-8.667E+6	172.5E+6
			802	-9.925E+6	21.60E+6	-8.667E+6	155.6E+6
1065	C3		802	9.696E+6	-22.11E+6	12.46E+6	174.9E+6
			823	9.696E+6	-22.11E+6	12.46E+6	164.7E+6
1066	C3		802	-9.700E+6	33.53E+6	-5.337E+6	205.9E+6
			803	-9.700E+6	33.53E+6	-5.337E+6	264.5E+6
1068	C3		803	7.538E+6	-53.63E+6	11.01E+6	332.4E+6
			824	7.538E+6	-53.63E+6	11.01E+6	295.7E+6
1069	C3		803	-10.32E+6	-26.65E+6	-13.24E+6	291.7E+6
			804	-10.32E+6	-26.65E+6	-13.24E+6	149.3E+6
1071	C3		804	5.027E+6	-33.81E+6	-6.091E+6	195.3E+6
			825	5.027E+6	-33.81E+6	-6.091E+6	219.2E+6
1072	C3		804	-5.556E+6	-45.01E+6	14.00E+6	292.3E+6
			805	-5.556E+6	-45.01E+6	14.00E+6	231.4E+6
1074	C3		805	3.288E+6	-21.83E+6	-10.48E+6	146.5E+6
			826	3.288E+6	-21.83E+6	-10.48E+6	137.4E+6
1075	C3		805	-5.079E+6	-40.70E+6	9.195E+6	204.4E+6
			806	-5.079E+6	-40.70E+6	9.195E+6	214.4E+6
1077	C3		806	3.331E+6	-10.17E+6	-6.945E+6	85.91E+6
			827	3.331E+6	-10.17E+6	-6.945E+6	70.28E+6
1078	C3		806	-4.933E+6	-31.23E+6	3.913E+6	167.2E+6
			807	-4.933E+6	-31.23E+6	3.913E+6	204.7E+6
1080	C3		807	3.578E+6	-3.496E+6	-4.052E+6	44.50E+6
			828	3.578E+6	-3.496E+6	-4.052E+6	34.20E+6
1081	C3		807	-4.706E+6	-24.12E+6	1.877E+6	154.0E+6
			808	-4.706E+6	-24.12E+6	1.877E+6	195.7E+6
1083	C3		808	3.618E+6	62230.	-2.796E+6	21.24E+6
			829	3.618E+6	62230.	-2.796E+6	23.76E+6
1084	C3		808	-4.263E+6	-18.56E+6	1.439E+6	142.1E+6
			809	-4.263E+6	-18.56E+6	1.439E+6	189.3E+6
1086	C3		809	3.380E+6	2.097E+6	-2.708E+6	26.54E+6
			830	3.380E+6	2.097E+6	-2.708E+6	29.67E+6
1087	C3		809	-3.587E+6	-12.76E+6	1.810E+6	122.5E+6
			810	-3.587E+6	-12.76E+6	1.810E+6	177.9E+6
1089	C3		810	2.939E+6	4.650E+6	-3.203E+6	41.04E+6
			831	2.939E+6	4.650E+6	-3.203E+6	41.93E+6
1090	C3		810	-2.761E+6	-5.153E+6	2.686E+6	108.4E+6
			811	-2.761E+6	-5.153E+6	2.686E+6	151.7E+6
1092	C3		811	2.412E+6	6.817E+6	-3.936E+6	53.27E+6
			832	2.412E+6	6.817E+6	-3.936E+6	52.70E+6
1093	C3		811	-1.829E+6	2.184E+6	3.952E+6	136.3E+6
			812	-1.829E+6	2.184E+6	3.952E+6	119.0E+6
1095	C3		812	1.920E+6	9.034E+6	-4.977E+6	65.32E+6
			833	1.920E+6	9.034E+6	-4.977E+6	64.14E+6
1096	C3		812	-883900.	9.653E+6	5.590E+6	160.0E+6
			813	-883900.	9.653E+6	5.590E+6	99.89E+6
1098	C3		813	1.723E+6	11.52E+6	-6.220E+6	78.45E+6
			834	1.723E+6	11.52E+6	-6.220E+6	78.14E+6
1099	C3		813	-186300.	17.65E+6	7.740E+6	181.9E+6
			814	-186300.	17.65E+6	7.740E+6	123.7E+6
1101	C3		814	2.363E+6	14.55E+6	-7.805E+6	93.84E+6
			835	2.363E+6	14.55E+6	-7.805E+6	97.88E+6
1102	C3		814	-383100.	27.01E+6	11.03E+6	207.5E+6
			815	-383100.	27.01E+6	11.03E+6	153.4E+6
1104	C3		815	4.740E+6	20.23E+6	-10.92E+6	119.8E+6
			836	4.740E+6	20.23E+6	-10.92E+6	137.6E+6
1105	C3		815	-2.566E+6	38.36E+6	17.12E+6	237.2E+6
			816	-2.566E+6	38.36E+6	17.12E+6	195.9E+6
1107	C3		816	11.36E+6	42.95E+6	-22.38E+6	219.7E+6
			837	11.36E+6	42.95E+6	-22.38E+6	288.6E+6
1108	C3		816	-11.36E+6	42.38E+6	22.44E+6	217.9E+6
			817	-11.36E+6	42.38E+6	22.44E+6	285.3E+6
1110	C3		817	12.97E+6	117.5E+6	2.376E+6	544.0E+6
			838	12.97E+6	117.5E+6	2.376E+6	736.0E+6
1111	C3		817	562500.	-7.992E+6	-10.03E+6	82.62E+6
			818	562500.	-7.992E+6	-10.03E+6	31.74E+6
1113	C3		818	8.400E+6	50.40E+6	9.196E+6	231.6E+6
			839	8.400E+6	50.40E+6	9.196E+6	339.6E+6
1114	C3		818	-7.797E+6	3853.	-67710.	39.02E+6
			819	-7.797E+6	3853.	-67710.	36.31E+6
1116	C3		819	4.930E+6	62.49E+6	2.192E+6	279.0E+6
			840	4.930E+6	62.49E+6	2.192E+6	423.9E+6
1118	C3		820	2.816E+6	-1.269E+6	3.738E+6	21.53E+6
			841	2.816E+6	-1.269E+6	3.738E+6	24.95E+6
1119	C3		820	-5.588E+6	5.026E+6	-3.770E+6	60.13E+6
			821	-5.588E+6	5.026E+6	-3.770E+6	39.92E+6
1121	C3		821	5.317E+6	-5.035E+6	5.058E+6	50.38E+6
			842	5.317E+6	-5.035E+6	5.058E+6	55.59E+6
1122	C3		821	-7.211E+6	9.549E+6	-6.302E+6	92.07E+6
			822	-7.211E+6	9.549E+6	-6.302E+6	76.82E+6
1124	C3		822	6.889E+6	-9.817E+6	7.022E+6	78.92E+6
			843	6.889E+6	-9.817E+6	7.022E+6	90.39E+6
1125	C3		822	-9.001E+6	12.73E+6	-9.577E+6	116.1E+6
			823	-9.001E+6	12.73E+6	-9.577E+6	117.9E+6
1127	C3		823	7.059E+6	-16.47E+6	8.256E+6	105.2E+6
			844	7.059E+6	-16.47E+6	8.256E+6	130.7E+6
1128	C3		823	-7.845E+6	10.42E+6	-11.75E+6	90.67E+6
			824	-7.845E+6	10.42E+6	-11.75E+6	135.3E+6
1130	C3		824	5.640E+6	-20.96E+6	3.826E+6	108.0E+6
			845	5.640E+6	-20.96E+6	3.826E+6	159.9E+6
1131	C3		824	-6.071E+6	-14.89E+6	2.201E+6	156.2E+6
			825	-6.071E+6	-14.89E+6	2.201E+6	86.48E+6
1133	C3		825	3.097E+6	-19.68E+6	-3.602E+6	98.11E+6
			846	3.097E+6	-19.68E+6	-3.602E+6	133.8E+6
1134	C3		825	-2.263E+6	-26.14E+6	7.786E+6	160.4E+6
			826	-2.263E+6	-26.14E+6	7.786E+6	125.2E+6
1136	C3		826	1.275E+6	-14.93E+6	-6.096E+6	79.67E+6
			847	1.275E+6	-14.93E+6	-6.096E+6	95.63E+6
1137	C3		826	-2.127E+6	-29.87E+6	7.600E+6	151.1E+6
			827	-2.127E+6	-29.87E+6	7.600E+6	155.9E+6
1139	C3		827	1.092E+6	-9.216E+6	-5.500E+6	55.45E+6
			848	1.092E+6	-9.216E+6	-5.500E+6	58.67E+6
1140	C3		827	-2.515E+6	-27.49E+6	4.855E+6	153.2E+6
			828	-2.515E+6	-27.49E+6	4.855E+6	177.8E+6
1142	C3		828	1.243E+6	-4.342E+6	-4.025E+6	31.22E+6
			849	1.243E+6	-4.342E+6	-4.025E+6	30.32E+6
1143	C3		828	-2.710E+6	-23.32E+6	2.878E+6	149.2E+6
			829	-2.710E+6	-23.32E+6	2.878E+6	185.5E+6
1145	C3		829	1.213E+6	-779500.	-3.082E+6	12.20E+6
			850	1.213E+6	-779500.	-3.082E+6	10.51E+6
1146	C3		829	-2.569E+6	-19.10E+6	2.109E+6	141.2E+6
			830	-2.569E+6	-19.10E+6	2.109E+6	188.3E+6
1148	C3		830	867300.	2.170E+6	-2.728E+6	14.44E+6
			851	867300.	2.170E+6	-2.728E+6	17.69E+6
1149	C3		830	-2.084E+6	-12.68E+6	2.221E+6	117.8E+6
			831	-2.084E+6	-12.68E+6	2.221E+6	175.8E+6
1151	C3		831	218100.	3.676E+6	-2.918E+6	20.88E+6
			852	218100.	3.676E+6	-2.918E+6	24.57E+6
1152	C3		831	-1.388E+6	-5.028E+6	2.904E+6	106.8E+6
			832	-1.388E+6	-5.028E+6	2.904E+6	149.4E+6
1154	C3		832	-680400.	5.359E+6	-3.581E+6	32.21E+6
			853	-680400.	5.359E+6	-3.581E+6	36.01E+6
1155	C3		832	-533200.	3.097E+6	3.972E+6	137.5E+6
			833	-533200.	3.097E+6	3.972E+6	112.5E+6
1157	C3		833	-1.757E+6	7.082E+6	-4.380E+6	45.11E+6
			854	-1.757E+6	7.082E+6	-4.380E+6	50.86E+6
1158	C3		833	365900.	11.72E+6	5.290E+6	166.5E+6
			834	365900.	11.72E+6	5.290E+6	101.7E+6
1160	C3		834	-2.838E+6	8.698E+6	-5.158E+6	56.43E+6
			855	-2.838E+6	8.698E+6	-5.158E+6	65.24E+6
1161	C3		834	1.020E+6	21.19E+6	6.671E+6	194.1E+6
			835	1.020E+6	21.19E+6	6.671E+6	132.1E+6
1163	C3		835	-3.513E+6	9.912E+6	-5.414E+6	61.24E+6
			856	-3.513E+6	9.912E+6	-5.414E+6	75.72E+6
1164	C3		835	721300.	32.67E+6	7.687E+6	218.7E+6
			836	721300.	32.67E+6	7.687E+6	158.6E+6
1166	C3		836	-3.154E+6	8.873E+6	-3.207E+6	43.51E+6
			857	-3.154E+6	8.873E+6	-3.207E+6	70.59E+6
1167	C3		836	-972000.	48.86E+6	6.910E+6	271.1E+6
			837	-972000.	48.86E+6	6.910E+6	188.5E+6
1169	C3		837	-209600.	-7.884E+6	10.29E+6	81.99E+6
			858	-209600.	-7.884E+6	10.29E+6	32.56E+6
1170	C3		837	-13.13E+6	116.7E+6	-2.606E+6	541.7E+6
			838	-13.13E+6	116.7E+6	-2.606E+6	730.5E+6
1172	C3		838	-7.082E+6	-64.90E+6	-5.836E+6	393.7E+6
			859	-7.082E+6	-64.90E+6	-5.836E+6	289.6E+6
1173	C3		838	7.377E+6	-65.05E+6	6.081E+6	396.2E+6
			839	7.377E+6	-65.05E+6	6.081E+6	293.7E+6
1175	C3		839	-5.261E+6	-17.03E+6	-5.333E+6	178.6E+6
			860	-5.261E+6	-17.03E+6	-5.333E+6	77.20E+6
1176	C3		839	-10.50E+6	15.97E+6	-8.374E+6	156.5E+6
			840	-10.50E+6	15.97E+6	-8.374E+6	131.7E+6
1178	C3		840	-2.685E+6	-19.40E+6	974700.	187.0E+6
			861	-2.685E+6	-19.40E+6	974700.	79.20E+6
1180	C3		841	839300.	-1.523E+6	2.343E+6	9.439E+6
			862	839300.	-1.523E+6	2.343E+6	15.56E+6
1181	C3		841	-3.023E+6	3.588E+6	-3.259E+6	38.01E+6
			842	-3.023E+6	3.588E+6	-3.259E+6	26.17E+6
1183	C3		842	2.771E+6	-3.570E+6	3.407E+6	25.14E+6
			863	2.771E+6	-3.570E+6	3.407E+6	36.68E+6
1184	C3		842	-5.114E+6	5.456E+6	-5.255E+6	57.15E+6
			843	-5.114E+6	5.456E+6	-5.255E+6	51.77E+6
1186	C3		843	4.709E+6	-5.743E+6	4.423E+6	39.60E+6
			864	4.709E+6	-5.743E+6	4.423E+6	59.74E+6
1187	C3		843	-6.769E+6	4.714E+6	-6.738E+6	59.76E+6
			844	-6.769E+6	4.714E+6	-6.738E+6	68.93E+6
1189	C3		844	5.127E+6	-7.716E+6	4.271E+6	45.44E+6
			865	5.127E+6	-7.716E+6	4.271E+6	75.37E+6
1190	C3		844	-5.832E+6	-785600.	-5.427E+6	60.29E+6
			845	-5.832E+6	-785600.	-5.427E+6	54.69E+6
1192	C3		845	3.858E+6	-8.515E+6	1.920E+6	40.59E+6
			866	3.858E+6	-8.515E+6	1.920E+6	76.91E+6
1193	C3		845	-3.950E+6	-10.54E+6	-96180.	90.63E+6
			846	-3.950E+6	-10.54E+6	-96180.	58.52E+6
1195	C3		846	1.524E+6	-8.199E+6	-1.285E+6	32.66E+6
			867	1.524E+6	-8.199E+6	-1.285E+6	62.00E+6
1196	C3		846	-590100.	-18.67E+6	3.974E+6	97.92E+6
			847	-590100.	-18.67E+6	3.974E+6	80.78E+6
1198	C3		847	-102900.	-7.188E+6	-3.051E+6	28.74E+6
			868	-102900.	-7.188E+6	-3.051E+6	47.90E+6
1199	C3		847	-349900.	-23.08E+6	4.813E+6	123.7E+6
			848	-349900.	-23.08E+6	4.813E+6	124.1E+6
1201	C3		848	-66280.	-5.181E+6	-3.214E+6	23.16E+6
			869	-66280.	-5.181E+6	-3.214E+6	33.85E+6
1202	C3		848	-807200.	-23.78E+6	3.790E+6	138.6E+6
			849	-807200.	-23.78E+6	3.790E+6	155.7E+6
1204	C3		849	314700.	-2.851E+6	-2.580E+6	15.09E+6
			870	314700.	-2.851E+6	-2.580E+6	19.24E+6
1205	C3		849	-1.098E+6	-21.94E+6	2.577E+6	142.7E+6
			850	-1.098E+6	-21.94E+6	2.577E+6	174.3E+6
1207	C3		850	501400.	-978300.	-1.914E+6	7.723E+6
			871	501400.	-978300.	-1.914E+6	8.255E+6
1208	C3		850	-1.045E+6	-18.42E+6	1.982E+6	136.7E+6
			851	-1.045E+6	-18.42E+6	1.982E+6	182.0E+6
1210	C3		851	363800.	117600.	-1.858E+6	4.248E+6
			872	363800.	117600.	-1.858E+6	5.352E+6
1211	C3		851	-610600.	-12.88E+6	2.132E+6	116.7E+6
			852	-610600.	-12.88E+6	2.132E+6	175.6E+6
1213	C3		852	-11500.	1.891E+6	-2.182E+6	9.553E+6
			873	-11500.	1.891E+6	-2.182E+6	13.50E+6
1214	C3		852	30140.	-4.472E+6	2.739E+6	111.5E+6
			853	30140.	-4.472E+6	2.739E+6	148.3E+6
1216	C3		853	-486100.	3.167E+6	-2.540E+6	15.22E+6
			874	-486100.	3.167E+6	-2.540E+6	23.17E+6
1217	C3		853	841300.	4.398E+6	3.669E+6	153.1E+6
			854	841300.	4.398E+6	3.669E+6	116.2E+6
1219	C3		854	-943500.	4.176E+6	-3.071E+6	20.60E+6
			875	-943500.	4.176E+6	-3.071E+6	31.80E+6
1220	C3		854	1.700E+6	13.97E+6	4.733E+6	190.3E+6
			855	1.700E+6	13.97E+6	4.733E+6	121.7E+6
1222	C3		855	-1.079E+6	4.881E+6	-3.448E+6	23.16E+6
			876	-1.079E+6	4.881E+6	-3.448E+6	37.47E+6
1223	C3		855	2.285E+6	24.45E+6	5.456E+6	221.2E+6
			856	2.285E+6	24.45E+6	5.456E+6	157.6E+6
1225	C3		856	-249000.	4.641E+6	-3.002E+6	19.79E+6
			877	-249000.	4.641E+6	-3.002E+6	33.68E+6
1226	C3		856	1.870E+6	36.44E+6	4.578E+6	242.9E+6
			857	1.870E+6	36.44E+6	4.578E+6	191.4E+6
1228	C3		857	2.707E+6	2.113E+6	-820900.	15.24E+6
			878	2.707E+6	2.113E+6	-820900.	27.58E+6
1229	C3		857	-724900.	49.55E+6	-751200.	251.0E+6
			858	-724900.	49.55E+6	-751200.	227.0E+6
1231	C3		858	8.052E+6	-363200.	533500.	40.82E+6
			879	8.052E+6	-363200.	533500.	39.40E+6
1232	C3		858	-8.747E+6	49.55E+6	-9.548E+6	229.8E+6
			859	-8.747E+6	49.55E+6	-9.548E+6	334.8E+6
1234	C3		859	10.40E+6	14.77E+6	8.312E+6	149.0E+6
			880	10.40E+6	14.77E+6	8.312E+6	124.9E+6
1235	C3		859	5.470E+6	-16.66E+6	5.481E+6	175.6E+6
			860	5.470E+6	-16.66E+6	5.481E+6	76.65E+6
1237	C3		860	6.816E+6	-13.91E+6	7.497E+6	99.91E+6
			881	6.816E+6	-13.91E+6	7.497E+6	108.2E+6
1238	C3		860	-6.971E+6	-13.22E+6	-7.615E+6	96.97E+6
			861	-6.971E+6	-13.22E+6	-7.615E+6	105.3E+6
1240	C3		861	8.158E+6	-28.11E+6	9.260E+6	183.5E+6
			882	8.158E+6	-28.11E+6	9.260E+6	185.0E+6
1242	C3		862	-878000.	1.810E+6	-2.287E+6	16.91E+6
			863	-878000.	1.810E+6	-2.287E+6	11.08E+6
1244	C3		863	-2.590E+6	1.573E+6	-3.872E+6	24.19E+6
			864	-2.590E+6	1.573E+6	-3.872E+6	23.25E+6
1246	C3		864	-3.776E+6	-835500.	-4.670E+6	35.86E+6
			865	-3.776E+6	-835500.	-4.670E+6	28.24E+6
1248	C3		865	-3.121E+6	-5.209E+6	-3.515E+6	51.93E+6
			866	-3.121E+6	-5.209E+6	-3.515E+6	36.35E+6
1250	C3		866	-1.957E+6	-10.34E+6	-622800.	63.87E+6
			867	-1.957E+6	-10.34E+6	-622800.	49.53E+6
1252	C3		867	393600.	-15.20E+6	2.233E+6	86.03E+6
			868	393600.	-15.20E+6	2.233E+6	71.60E+6
1254	C3		868	353000.	-19.05E+6	2.982E+6	110.9E+6
			869	353000.	-19.05E+6	2.982E+6	109.7E+6
1256	C3		869	-81300.	-20.90E+6	2.418E+6	127.6E+6
			870	-81300.	-20.90E+6	2.418E+6	140.8E+6
1258	C3		870	-351200.	-20.43E+6	1.640E+6	136.4E+6
			871	-351200.	-20.43E+6	1.640E+6	164.4E+6
1260	C3		871	-382300.	-18.03E+6	1.254E+6	133.3E+6
			872	-382300.	-18.03E+6	1.254E+6	178.3E+6
1262	C3		872	-129500.	-11.34E+6	1.732E+6	107.6E+6
			873	-129500.	-11.34E+6	1.732E+6	168.1E+6
1264	C3		873	208100.	-2.763E+6	2.311E+6	119.3E+6
			874	208100.	-2.763E+6	2.311E+6	140.8E+6
1266	C3		874	641100.	7.070E+6	3.203E+6	162.9E+6
			875	641100.	7.070E+6	3.203E+6	103.4E+6
1268	C3		875	1.085E+6	17.91E+6	4.245E+6	201.2E+6
			876	1.085E+6	17.91E+6	4.245E+6	130.5E+6
1270	C3		876	1.317E+6	29.45E+6	4.973E+6	229.9E+6
			877	1.317E+6	29.45E+6	4.973E+6	168.5E+6
1272	C3		877	862200.	40.85E+6	4.511E+6	239.7E+6
			878	862200.	40.85E+6	4.511E+6	199.9E+6
1274	C3		878	-1.894E+6	48.75E+6	2.307E+6	242.1E+6
			879	-1.894E+6	48.75E+6	2.307E+6	226.0E+6
1276	C3		879	-5.293E+6	60.32E+6	-2.609E+6	271.4E+6
			880	-5.293E+6	60.32E+6	-2.609E+6	411.2E+6
1278	C3		880	2.978E+6	-18.18E+6	-685300.	180.4E+6
			881	2.978E+6	-18.18E+6	-685300.	75.35E+6
1280	C3		881	-8.244E+6	-27.60E+6	-9.278E+6	181.5E+6
			882	-8.244E+6	-27.60E+6	-9.278E+6	182.5E+6
1282	C3		442	19.10E+6	-20.07E+6	40350.	191.5E+6
			883	19.10E+6	-20.07E+6	40350.	177.2E+6
1283	C3		883	-3.025E+6	19.60E+6	5.290E+6	113.0E+6
			904	-3.025E+6	19.60E+6	5.290E+6	104.2E+6
1284	C3		883	3.032E+6	20.33E+6	-5.376E+6	117.3E+6
			884	3.032E+6	20.33E+6	-5.376E+6	107.4E+6
1285	C3		443	12.03E+6	-23.27E+6	199900.	155.3E+6
			884	12.03E+6	-23.27E+6	199900.	153.8E+6
1286	C3		884	-3.614E+6	10.36E+6	5.039E+6	73.57E+6
			905	-3.614E+6	10.36E+6	5.039E+6	62.76E+6
1287	C3		884	1.668E+6	14.79E+6	-3.781E+6	54.00E+6
			885	1.668E+6	14.79E+6	-3.781E+6	129.3E+6
1288	C3		444	6.539E+6	8.984E+6	807500.	86.86E+6
			885	6.539E+6	8.984E+6	807500.	89.67E+6
1289	C3		885	-883300.	-432100.	3.157E+6	24.71E+6
			906	-883300.	-432100.	3.157E+6	28.79E+6
1290	C3		885	-717300.	-25.98E+6	-1.712E+6	167.0E+6
			886	-717300.	-25.98E+6	-1.712E+6	97.62E+6
1291	C3		445	2.944E+6	47.68E+6	-183900.	231.7E+6
			886	2.944E+6	47.68E+6	-183900.	226.4E+6
1292	C3		886	1.584E+6	2.121E+6	3.275E+6	20.22E+6
			907	1.584E+6	2.121E+6	3.275E+6	17.57E+6
1293	C3		886	-1.623E+6	-27.82E+6	-965200.	141.9E+6
			887	-1.623E+6	-27.82E+6	-965200.	138.2E+6
1294	C3		446	-999700.	48.26E+6	-1.036E+6	222.9E+6
			887	-999700.	48.26E+6	-1.036E+6	222.9E+6
1295	C3		887	2.210E+6	-611700.	1.397E+6	17.85E+6
			908	2.210E+6	-611700.	1.397E+6	11.13E+6
1296	C3		887	-1.497E+6	-23.36E+6	541700.	127.1E+6
			888	-1.497E+6	-23.36E+6	541700.	151.0E+6
1297	C3		447	-3.373E+6	39.52E+6	-1.102E+6	193.4E+6
			888	-3.373E+6	39.52E+6	-1.102E+6	192.6E+6
1298	C3		888	1.968E+6	-2.553E+6	-177900.	26.52E+6
			909	1.968E+6	-2.553E+6	-177900.	16.01E+6
1299	C3		888	-1.185E+6	-17.53E+6	1.049E+6	110.6E+6
			889	-1.185E+6	-17.53E+6	1.049E+6	145.6E+6
1300	C3		448	-3.839E+6	28.04E+6	-684300.	143.2E+6
			889	-3.839E+6	28.04E+6	-684300.	142.8E+6
1301	C3		889	1.575E+6	-2.885E+6	-670600.	26.10E+6
			910	1.575E+6	-2.885E+6	-670600.	16.47E+6
1302	C3		889	-885500.	-11.30E+6	804600.	90.80E+6
			890	-885500.	-11.30E+6	804600.	130.8E+6
1303	C3		449	-3.367E+6	16.43E+6	-201600.	88.89E+6
			890	-3.367E+6	16.43E+6	-201600.	88.75E+6
1304	C3		890	1.245E+6	-2.511E+6	-649800.	22.13E+6
			911	1.245E+6	-2.511E+6	-649800.	13.89E+6
1305	C3		890	-657100.	-5.463E+6	392000.	70.39E+6
			891	-657100.	-5.463E+6	392000.	111.5E+6
1306	C3		450	-2.447E+6	5.728E+6	188500.	37.08E+6
			891	-2.447E+6	5.728E+6	188500.	37.19E+6
1307	C3		891	1.035E+6	-1.826E+6	-583600.	17.02E+6
			912	1.035E+6	-1.826E+6	-583600.	10.25E+6
1308	C3		891	-525300.	-290900.	158300.	87.18E+6
			892	-525300.	-290900.	158300.	90.18E+6
1309	C3		451	-1.095E+6	-3.736E+6	421700.	22.93E+6
			892	-1.095E+6	-3.736E+6	421700.	22.54E+6
1310	C3		892	978000.	-774000.	-763500.	10.91E+6
			913	978000.	-774000.	-763500.	5.441E+6
1311	C3		892	-518100.	3.768E+6	270800.	102.3E+6
			893	-518100.	3.768E+6	270800.	71.15E+6
1312	C3		452	877400.	-13.38E+6	468000.	66.42E+6
			893	877400.	-13.38E+6	468000.	66.77E+6
1313	C3		893	1.091E+6	1.019E+6	-970000.	10.47E+6
			914	1.091E+6	1.019E+6	-970000.	8.945E+6
1314	C3		893	-611700.	9.509E+6	423700.	120.2E+6
			894	-611700.	9.509E+6	423700.	83.71E+6
1315	C3		453	2.866E+6	-22.97E+6	224700.	117.6E+6
			894	2.866E+6	-22.97E+6	224700.	117.7E+6
1316	C3		894	1.476E+6	2.157E+6	-1.614E+6	20.43E+6
			915	1.476E+6	2.157E+6	-1.614E+6	14.47E+6
1317	C3		894	-1.006E+6	14.00E+6	1.594E+6	126.6E+6
			895	-1.006E+6	14.00E+6	1.594E+6	99.21E+6
1318	C3		454	5.931E+6	-29.65E+6	-405300.	160.1E+6
			895	5.931E+6	-29.65E+6	-405300.	159.8E+6
1319	C3		895	2.193E+6	4.410E+6	-2.978E+6	38.41E+6
			916	2.193E+6	4.410E+6	-2.978E+6	26.03E+6
1320	C3		895	-1.648E+6	16.26E+6	3.211E+6	118.8E+6
			896	-1.648E+6	16.26E+6	3.211E+6	105.4E+6
1321	C3		455	9.809E+6	-31.49E+6	-1.361E+6	184.7E+6
			896	9.809E+6	-31.49E+6	-1.361E+6	183.7E+6
1322	C3		896	3.047E+6	7.357E+6	-4.298E+6	61.70E+6
			917	3.047E+6	7.357E+6	-4.298E+6	40.14E+6
1323	C3		896	-2.396E+6	15.57E+6	4.626E+6	96.10E+6
			897	-2.396E+6	15.57E+6	4.626E+6	99.06E+6
1324	C3		456	13.30E+6	-27.88E+6	-2.224E+6	183.4E+6
			897	13.30E+6	-27.88E+6	-2.224E+6	181.9E+6
1325	C3		897	3.456E+6	10.03E+6	-4.654E+6	82.19E+6
			918	3.456E+6	10.03E+6	-4.654E+6	49.56E+6
1326	C3		897	-2.579E+6	12.21E+6	4.467E+6	61.19E+6
			898	-2.579E+6	12.21E+6	4.467E+6	78.49E+6
1327	C3		457	14.81E+6	-20.00E+6	-1.739E+6	154.7E+6
			898	14.81E+6	-20.00E+6	-1.739E+6	153.5E+6
1328	C3		898	2.586E+6	11.26E+6	-2.856E+6	88.28E+6
			919	2.586E+6	11.26E+6	-2.856E+6	46.80E+6
1329	C3		898	-1.129E+6	7.614E+6	1.176E+6	34.68E+6
			899	-1.129E+6	7.614E+6	1.176E+6	56.45E+6
1330	C3		458	14.84E+6	-10.21E+6	545400.	111.6E+6
			899	14.84E+6	-10.21E+6	545400.	111.9E+6
1331	C3		899	930300.	11.13E+6	1.262E+6	81.91E+6
			920	930300.	11.13E+6	1.262E+6	39.36E+6
1332	C3		899	152000.	3.093E+6	-3.708E+6	19.18E+6
			900	152000.	3.093E+6	-3.708E+6	38.06E+6
1333	C3		459	14.13E+6	-972400.	2.630E+6	70.31E+6
			900	14.13E+6	-972400.	2.630E+6	71.96E+6
1334	C3		900	-884400.	10.78E+6	5.065E+6	77.22E+6
			921	-884400.	10.78E+6	5.065E+6	41.46E+6
1335	C3		900	1.623E+6	-1.029E+6	-6.409E+6	33.75E+6
			901	1.623E+6	-1.029E+6	-6.409E+6	24.80E+6
