GSA Limited Capability mode

Steel Design
Vieerendeel Roof
Example

File Steel_Design_Complex.gwb
Exported 30/11/2014 15:09:43

GSA 8.7.0.21 64-bit Copyright © Oasys 1985-2014

Elements
Releases are in local axes.
Members and directions not listed assume the default condition for the element type.

START_TABLE Elements
Elem	Name	Type	Property	Group	Orient. Node	Orient. Angle	Vert- ical	Length /Area	Topology	
						[°]		[m]		
2428		Beam	Column	1	0	0.0	Vert.	2.000	830	1271
2429		Beam	Beam - y	3	0	0.0		2.000	1271	1292
2430		Beam	Beam - x	2	0	0.0		2.000	1271	1272
2431		Beam	Column	1	0	0.0	Vert.	2.000	831	1272
2432		Beam	Beam - y	3	0	0.0		2.000	1272	1293
2433		Beam	Beam - x	2	0	0.0		2.000	1272	1273
2434		Beam	Column	1	0	0.0	Vert.	2.000	832	1273
2435		Beam	Beam - y	3	0	0.0		2.000	1273	1294
2436		Beam	Beam - x	2	0	0.0		2.000	1273	1274
2437		Beam	Column	1	0	0.0	Vert.	2.000	833	1274
2438		Beam	Beam - y	3	0	0.0		2.000	1274	1295
2439		Beam	Beam - x	2	0	0.0		2.000	1274	1275
2440		Beam	Column	1	0	0.0	Vert.	2.000	834	1275
2441		Beam	Beam - y	3	0	0.0		2.000	1275	1296
2442		Beam	Beam - x	2	0	0.0		2.000	1275	1276
2443		Beam	Column	1	0	0.0	Vert.	2.000	835	1276
2444		Beam	Beam - y	3	0	0.0		2.000	1276	1297
2445		Beam	Beam - x	2	0	0.0		2.000	1276	1277
2446		Beam	Column	1	0	0.0	Vert.	2.000	836	1277
2447		Beam	Beam - y	3	0	0.0		2.000	1277	1298
2448		Beam	Beam - x	2	0	0.0		2.000	1277	1278
2449		Beam	Column	1	0	0.0	Vert.	2.000	837	1278
2450		Beam	Beam - y	3	0	0.0		2.000	1278	1299
2451		Beam	Beam - x	2	0	0.0		2.000	1278	1279
2452		Beam	Column	1	0	0.0	Vert.	2.000	838	1279
2453		Beam	Beam - y	3	0	0.0		2.000	1279	1300
2454		Beam	Beam - x	2	0	0.0		2.000	1279	1280
2455		Beam	Column	1	0	0.0	Vert.	2.000	839	1280
2456		Beam	Beam - y	3	0	0.0		2.000	1280	1301
2457		Beam	Beam - x	2	0	0.0		2.000	1280	1281
2458		Beam	Column	1	0	0.0	Vert.	2.000	840	1281
2459		Beam	Beam - y	3	0	0.0		2.000	1281	1302
2460		Beam	Column	1	0	0.0	Vert.	2.000	841	1282
2461		Beam	Beam - y	3	0	0.0		2.000	1282	1303
2462		Beam	Beam - x	2	0	0.0		2.000	1282	1283
2463		Beam	Column	1	0	0.0	Vert.	2.000	842	1283
2464		Beam	Beam - y	3	0	0.0		2.000	1283	1304
2465		Beam	Beam - x	2	0	0.0		2.000	1283	1284
2466		Beam	Column	1	0	0.0	Vert.	2.000	843	1284
2467		Beam	Beam - y	3	0	0.0		2.000	1284	1305
2468		Beam	Beam - x	2	0	0.0		2.000	1284	1285
2469		Beam	Column	1	0	0.0	Vert.	2.000	844	1285
2470		Beam	Beam - y	3	0	0.0		2.000	1285	1306
2471		Beam	Beam - x	2	0	0.0		2.000	1285	1286
2472		Beam	Column	1	0	0.0	Vert.	2.000	845	1286
2473		Beam	Beam - y	3	0	0.0		2.000	1286	1307
2474		Beam	Beam - x	2	0	0.0		2.000	1286	1287
2475		Beam	Column	1	0	0.0	Vert.	2.000	846	1287
2476		Beam	Beam - y	3	0	0.0		2.000	1287	1308
2477		Beam	Beam - x	2	0	0.0		2.000	1287	1288
2478		Beam	Column	1	0	0.0	Vert.	2.000	847	1288
2479		Beam	Beam - y	3	0	0.0		2.000	1288	1309
2480		Beam	Beam - x	2	0	0.0		2.000	1288	1289
2481		Beam	Column	1	0	0.0	Vert.	2.000	848	1289
2482		Beam	Beam - y	3	0	0.0		2.000	1289	1310
2483		Beam	Beam - x	2	0	0.0		2.000	1289	1290
2484		Beam	Column	1	0	0.0	Vert.	2.000	849	1290
2485		Beam	Beam - y	3	0	0.0		2.000	1290	1311
2486		Beam	Beam - x	2	0	0.0		2.000	1290	1291
2487		Beam	Column	1	0	0.0	Vert.	2.000	850	1291
2488		Beam	Beam - y	3	0	0.0		2.000	1291	1312
2489		Beam	Beam - x	2	0	0.0		2.000	1291	1292
2490		Beam	Column	1	0	0.0	Vert.	2.000	851	1292
2491		Beam	Beam - y	3	0	0.0		2.000	1292	1313
2492		Beam	Beam - x	2	0	0.0		2.000	1292	1293
2493		Beam	Column	1	0	0.0	Vert.	2.000	852	1293
2494		Beam	Beam - y	3	0	0.0		2.000	1293	1314
2495		Beam	Beam - x	2	0	0.0		2.000	1293	1294
2496		Beam	Column	1	0	0.0	Vert.	2.000	853	1294
2497		Beam	Beam - y	3	0	0.0		2.000	1294	1315
2498		Beam	Beam - x	2	0	0.0		2.000	1294	1295
2499		Beam	Column	1	0	0.0	Vert.	2.000	854	1295
2500		Beam	Beam - y	3	0	0.0		2.000	1295	1316
2501		Beam	Beam - x	2	0	0.0		2.000	1295	1296
2502		Beam	Column	1	0	0.0	Vert.	2.000	855	1296
2503		Beam	Beam - y	3	0	0.0		2.000	1296	1317
2504		Beam	Beam - x	2	0	0.0		2.000	1296	1297
2505		Beam	Column	1	0	0.0	Vert.	2.000	856	1297
2506		Beam	Beam - y	3	0	0.0		2.000	1297	1318
2507		Beam	Beam - x	2	0	0.0		2.000	1297	1298
2508		Beam	Column	1	0	0.0	Vert.	2.000	857	1298
2509		Beam	Beam - y	3	0	0.0		2.000	1298	1319
2510		Beam	Beam - x	2	0	0.0		2.000	1298	1299
2511		Beam	Column	1	0	0.0	Vert.	2.000	858	1299
2512		Beam	Beam - y	3	0	0.0		2.000	1299	1320
2513		Beam	Beam - x	2	0	0.0		2.000	1299	1300
2514		Beam	Column	1	0	0.0	Vert.	2.000	859	1300
2515		Beam	Beam - y	3	0	0.0		2.000	1300	1321
2516		Beam	Beam - x	2	0	0.0		2.000	1300	1301
2517		Beam	Column	1	0	0.0	Vert.	2.000	860	1301
2518		Beam	Beam - y	3	0	0.0		2.000	1301	1322
2519		Beam	Beam - x	2	0	0.0		2.000	1301	1302
2520		Beam	Column	1	0	0.0	Vert.	2.000	861	1302
2521		Beam	Beam - y	3	0	0.0		2.000	1302	1323
2522		Beam	Column	1	0	0.0	Vert.	2.000	862	1303
2523		Beam	Beam - x	2	0	0.0		2.000	1303	1304
2524		Beam	Column	1	0	0.0	Vert.	2.000	863	1304
2525		Beam	Beam - x	2	0	0.0		2.000	1304	1305
2526		Beam	Column	1	0	0.0	Vert.	2.000	864	1305
2527		Beam	Beam - x	2	0	0.0		2.000	1305	1306
2528		Beam	Column	1	0	0.0	Vert.	2.000	865	1306
2529		Beam	Beam - x	2	0	0.0		2.000	1306	1307
2530		Beam	Column	1	0	0.0	Vert.	2.000	866	1307
2531		Beam	Beam - x	2	0	0.0		2.000	1307	1308
2532		Beam	Column	1	0	0.0	Vert.	2.000	867	1308
2533		Beam	Beam - x	2	0	0.0		2.000	1308	1309
2534		Beam	Column	1	0	0.0	Vert.	2.000	868	1309
2535		Beam	Beam - x	2	0	0.0		2.000	1309	1310
2536		Beam	Column	1	0	0.0	Vert.	2.000	869	1310
2537		Beam	Beam - x	2	0	0.0		2.000	1310	1311
2538		Beam	Column	1	0	0.0	Vert.	2.000	870	1311
2539		Beam	Beam - x	2	0	0.0		2.000	1311	1312
2540		Beam	Column	1	0	0.0	Vert.	2.000	871	1312
2541		Beam	Beam - x	2	0	0.0		2.000	1312	1313
2542		Beam	Column	1	0	0.0	Vert.	2.000	872	1313
2543		Beam	Beam - x	2	0	0.0		2.000	1313	1314
2544		Beam	Column	1	0	0.0	Vert.	2.000	873	1314
2545		Beam	Beam - x	2	0	0.0		2.000	1314	1315
2546		Beam	Column	1	0	0.0	Vert.	2.000	874	1315
2547		Beam	Beam - x	2	0	0.0		2.000	1315	1316
2548		Beam	Column	1	0	0.0	Vert.	2.000	875	1316
2549		Beam	Beam - x	2	0	0.0		2.000	1316	1317
2550		Beam	Column	1	0	0.0	Vert.	2.000	876	1317
2551		Beam	Beam - x	2	0	0.0		2.000	1317	1318
2552		Beam	Column	1	0	0.0	Vert.	2.000	877	1318
2553		Beam	Beam - x	2	0	0.0		2.000	1318	1319
2554		Beam	Column	1	0	0.0	Vert.	2.000	878	1319
2555		Beam	Beam - x	2	0	0.0		2.000	1319	1320
2556		Beam	Column	1	0	0.0	Vert.	2.000	879	1320
2557		Beam	Beam - x	2	0	0.0		2.000	1320	1321
2558		Beam	Column	1	0	0.0	Vert.	2.000	880	1321
2559		Beam	Beam - x	2	0	0.0		2.000	1321	1322
2560		Beam	Column	1	0	0.0	Vert.	2.000	881	1322
2561		Beam	Beam - x	2	0	0.0		2.000	1322	1323
2562		Beam	Column	1	0	0.0	Vert.	2.000	882	1323
2563		Beam	Support B	1	0	0.0		6.325	1326	803
2564		Beam	Support B	1	0	0.0		6.325	1326	783
2565		Beam	Support B	1	0	0.0		6.325	1326	781
2566		Beam	Support B	1	0	0.0		6.325	1326	761
2567		Beam	Support B	1	0	0.0		6.325	1325	563
2568		Beam	Support B	1	0	0.0		6.325	1325	543
2569		Beam	Support B	1	0	0.0		6.325	1325	541
2570		Beam	Support B	1	0	0.0		6.325	1325	521
2571		Beam	Support A	1	0	0.0		6.633	1324	442
2572		Beam	Support A	1	0	0.0		6.633	1324	444
2573		Beam	Support A	1	0	0.0		6.633	1324	486
2574		Beam	Support A	1	0	0.0		6.633	1324	484
2575		Beam	Support A	1	0	0.0		6.633	1327	882
2576		Beam	Support A	1	0	0.0		6.633	1327	840
2577		Beam	Support A	1	0	0.0		6.633	1327	838
2578		Beam	Support A	1	0	0.0		6.633	1327	880
END_TABLE
