183.362254393,941.351977787
189.919229035,914.197564562
195.394974106,891.02321558
200.135186986,870.651263191
205.108600649,848.968656223
210.05488299,827.028597985
214.994820705,804.733508658
219.860225565,782.364942221
224.664224527,759.867784262
229.381905724,737.344515873
234.02197567,714.759699497
238.572093416,692.163411649
243.038117563,669.532370701
247.412751821,646.895649036
251.70014904,624.237134621
255.895493296,601.57561932
260.001873013,578.89941014
264.015862907,556.221572681
267.939851488,533.533285102
271.771267956,510.844122703
275.512018619,488.147217954
279.160094466,465.449872513
282.717056305,442.746602032
286.181284188,420.043149501
289.554083127,397.335041928
292.834113934,374.626909696
296.022486958,351.915039798
299.118072486,329.203241952
302.12182923,306.488387646
305.03278813,283.773664646
307.851787392,261.056402977
310.577984048,238.339308205
313.212118872,215.620076316
315.75344982,192.901031707
318.202637701,170.180166848
320.559022624,147.459499766
322.823198894,124.737266309
324.994574483,102.015234657
327.073687738,79.2918427869
329.060003411,56.5686525154
330.954012274,33.8442714449
332.755227128,11.1200890149
334.46409792,-11.6051434893
336.080178518,-34.3301820679
337.603883543,-57.0561527013
339.034802284,-79.7819352073
340.373318561,-102.508549926
341.619052458,-125.234982941
342.772360757,-147.962163034
343.83289051,-170.689168161
344.800974616,-193.416847246
345.676283902,-216.144358206
346.459130047,-238.872479906
347.149204967,-261.60044028
347.746801387,-284.328956407
347.035191835,-313.50954209
338.70639733,-382.603066656
330.588877684,-450.083759358
322.667301521,-516.034935479
314.926868021,-580.53312964
307.354241675,-643.650953453
299.936480331,-705.45519895
292.661931966,-766.009442185
285.519228324,-825.37223192
278.498145277,-883.599474101
271.588654567,-940.742705142
264.781749487,-996.851285856
258.068548438,-1051.97075725
251.441087756,-1106.1448675
244.89147176,-1159.41400731
238.41263452,-1211.81708964
231.997531884,-1263.39006109
225.639873933,-1314.16765098
219.333355092,-1364.18195501
213.072358964,-1413.46406779
206.851223157,-1462.04273489
200.664918091,-1509.94588081
194.508343607,-1557.19932567
188.376983259,-1603.82821897
182.266230127,-1649.85581711
176.172018019,-1695.30483194
170.090174204,-1740.19626559
164.017028853,-1784.55068154
157.948792688,-1828.38709335
151.85220113,-1871.9077728
145.724842375,-1915.12385623
139.687992491,-1957.3288508
133.780123381,-1998.34558368
127.997489813,-2038.21873187
122.298088372,-2077.19545083
116.534312302,-2115.99818922
110.705078294,-2154.63224293
104.844994763,-2192.93918984
98.9518092159,-2230.92922756
93.0234158627,-2268.61542515
87.0577493525,-2306.00681912
81.0530443524,-2343.11478947
75.0073988346,-2379.94739738
68.9193250482,-2416.51462496
62.7870604371,-2452.8237278
56.6381509496,-2488.77671674
50.6302529377,-2523.75166754
44.7879736324,-2557.67492411
39.1056492222,-2590.58025606
33.5805212613,-2622.50076638
28.2067221717,-2653.46975198
22.9814383794,-2683.51889294
17.8987685607,-2712.68044558
12.9559402283,-2740.98437699
8.1471281407,-2768.46157556
3.46966045548,-2795.14015882
-1.0821379653,-2821.04945868
-5.51080131673,-2846.21569848
-9.82180525784,-2870.66655698
-14.0175246486,-2894.42637836
-18.1032041363,-2917.52115527
-22.0810483027,-2939.97340702
-25.9560523834,-2961.80745167
-29.7302473148,-2983.04406325
-33.4083701961,-3003.70592747
-36.9922802362,-3023.81216804
-40.4864547426,-3043.38390119
-43.8925867112,-3062.43870359
-47.2148970867,-3080.99619791
-50.4549205162,-3099.07252036
-53.6166285812,-3116.68588359
-56.7014068745,-3133.85108958
-59.7129870315,-3150.58502802
-62.6526156454,-3166.9012702
-65.5237953701,-3182.81547055
-68.3276441306,-3198.34006882
-71.0674474583,-3213.48957044
-73.7442048787,-3228.27537744
-76.3609970717,-3242.71092965
-78.9187151343,-3256.80667926
-81.4202472252,-3270.57508017
-83.8663855349,-3284.02571646
-86.259837838,-3297.17013135
-88.6013063953,-3310.01711642
-90.8933303681,-3322.57737489
-93.1365304681,-3334.85897534
-95.3332885292,-3346.87184693
-97.4841514789,-3358.62339899
-99.5913545523,-3370.12284788
-101.655378043,-3381.37700197
-103.678320718,-3392.39442143
-105.660602788,-3403.18136688
-107.604196068,-3413.74579455
-109.509466669,-3424.09346576
-111.378268355,-3434.23178091
-113.210918574,-3444.16604602
-115.009161342,-3453.9031499
-116.773270383,-3463.4479833
-118.504887683,-3472.806964
-120.204247715,-3481.98460378
-121.872897598,-3490.98688661
-123.511036596,-3499.81797829
-125.120123602,-3508.48346303
-126.700326321,-3516.98719059
-128.253021567,-3525.3343766
-129.778348776,-3533.52858192
