353.905100479,1161.98133174
375.036069829,1099.95595972
390.66774148,1053.19827849
407.371243536,1002.54831953
424.173608592,950.751979364
440.810955384,898.554036409
457.248101686,846.056737622
473.445808936,793.379005661
489.368273443,740.621954063
505.001246301,687.823343936
520.355415196,634.957632657
535.419593368,582.056257087
550.18220254,529.148794301
564.652637798,476.211860764
578.827524141,423.255315469
592.700915698,370.294027194
606.275041377,317.322380414
619.551262827,264.337909714
632.526756659,211.347678621
645.199353781,158.356469227
657.572828833,105.355940318
669.645703626,52.3498485824
681.414880983,-0.654979824967
692.883549958,-53.6655752974
704.051246393,-106.680590323
714.916011552,-159.695764933
725.47872392,-212.71307794
735.740231283,-265.734088855
745.699515027,-318.756562571
755.355578331,-371.778576017
764.710279365,-424.803794499
773.763060879,-477.830958154
782.512372141,-530.857052179
790.959869482,-583.885326596
799.105411362,-636.915375812
806.947956602,-689.945196711
814.487983434,-742.975753485
821.726030364,-796.007960011
828.661543022,-849.040737686
835.293913892,-902.073038919
841.624286902,-955.106892696
847.652358826,-1008.14168735
853.377154128,-1061.17572434
858.799724365,-1114.21085845
863.920008232,-1167.24691728
868.737331589,-1220.28273753
873.252004146,-1273.31888194
877.464403269,-1326.35593804
881.374166227,-1379.39327258
884.980869822,-1432.43022466
888.285311058,-1485.46807668
891.287292653,-1538.50647081
893.986123634,-1591.54431712
887.408275273,-1675.8188121
874.564743405,-1780.84963572
861.956578687,-1884.00668028
849.555421618,-1985.38979447
837.334962619,-2085.09194649
825.270163647,-2183.19895267
813.337596276,-2279.79079295
801.516278408,-2374.94346679
789.785889847,-2468.72697187
778.127017905,-2561.20628625
766.522534719,-2652.44383883
754.955821494,-2742.49735374
743.410918478,-2831.42054307
731.873347863,-2919.2646487
720.329553947,-3006.07793139
708.766357894,-3091.90525938
697.171277979,-3176.78886298
685.533254157,-3260.76953389
673.841287337,-3343.8850098
662.084668259,-3426.1705432
650.254122878,-3507.66060964
638.340431994,-3588.38722026
626.334575489,-3668.38032371
614.228427283,-3747.66886971
602.01433506,-3826.28036018
589.684697394,-3904.24046147
577.232243172,-3981.57350246
564.650650575,-4058.30333443
551.933448858,-4134.45205034
539.074217054,-4210.04035957
526.067549241,-4285.08885763
512.907928093,-4359.61669481
499.589852002,-4433.64183965
486.108426533,-4507.18186872
472.459027808,-4580.25359398
458.636955701,-4652.87272783
444.546850172,-4725.39859486
430.419896437,-4796.97671296
416.389534146,-4867.15718393
402.407309562,-4936.14166623
388.178179628,-5004.92085177
373.700435141,-5073.4959432
359.010934008,-5141.75751497
344.106416855,-5209.7174243
328.980835885,-5277.38819225
313.632569912,-5344.77881748
298.062126813,-5411.89628055
282.353148095,-5478.50428926
267.023425973,-5543.14404313
252.157128543,-5605.62993714
237.738311804,-5666.03580534
223.752626784,-5724.43332024
210.192059928,-5780.88798923
197.045370813,-5835.46735806
184.29529865,-5888.24219392
171.930641338,-5939.27636154
159.945075125,-5988.62805316
148.320004079,-6036.36524708
137.042906293,-6082.54831054
126.108525673,-6127.22871944
115.50128864,-6170.46723823
105.207807806,-6212.32029484
95.220804263,-6252.83623234
85.5306391696,-6292.06495473
76.1227541492,-6330.05972427
66.9881097447,-6366.86616697
58.1220646303,-6402.52396875
49.5097773598,-6437.08280527
41.1416980094,-6470.58478142
33.0144032918,-6503.0637253
25.1160831979,-6534.56236065
17.4367953105,-6565.11957071
9.97162418073,-6594.76713304
2.71382766542,-6623.53840776
