2	62650000
3	64100000
5	36855000
6	27185000
8	33490000
9	119150000
11	20290000
12	68750000
14	10810000
15	53850000
17	11530000
18	46420000
20	11125000
21	37940000
23	9875000
24	28875000
26	7970000
27	37985000
29	4953000
30	45910000
32	3850500
33	54400000
35	7095000
36	56350000
38	15080000
39	53100000
41	27340000
42	42720000
44	38850000
45	32110000
47	40735000
48	20110000
50	46375000
51	22640000
53	54350000
54	26160000
56	47420000
57	19935000
59	31680000
60	9725000
62	15745000
64	24995000
65	38480000
67	28015000
68	28380000
70	89900000
71	106250000
73	16170000
74	70000000
76	15870000
77	54450000
79	17930000
80	45815000
82	16540000
83	38585000
85	14865000
86	30830000
88	12380000
89	41295000
91	9035000
92	50050000
94	5905000
95	57600000
97	8690000
98	63650000
100	19615000
101	63250000
103	39920000
104	55750000
106	64600000
107	48690000
109	81100000
110	26045000
112	100300000
113	44050000
115	95900000
116	54200000
118	73600000
119	41700000
121	46590000
122	21275000
124	21525000
126	112150000
127	29920000
129	103600000
130	87700000
132	235350000
133	238350000
135	94500000
136	66200000
138	46220000
139	50050000
141	34890000
142	44445000
144	29320000
145	39400000
147	25025000
148	33275000
150	20935000
151	43795000
153	16220000
154	52950000
156	10325000
157	64400000
159	9760000
160	74000000
162	19725000
163	78650000
165	40590000
166	77900000
168	83800000
169	78350000
171	130600000
172	47635000
174	184450000
175	89350000
177	137150000
178	89400000
180	89850000
181	62900000
183	46965000
184	30860000
186	23275000
188	64450000
189	22055000
191	67250000
192	16535000
194	63200000
195	96250000
197	63900000
198	67000000
200	46520000
201	54800000
203	36255000
204	48785000
206	30970000
207	44160000
209	27380000
210	38730000
212	24370000
213	47925000
215	21690000
216	58100000
218	19365000
219	70050000
221	19865000
222	85500000
224	24235000
225	100350000
227	29640000
228	116600000
230	72300000
231	135600000
233	186100000
234	89150000
236	64500000
237	161550000
239	145200000
240	139100000
242	65100000
243	81300000
245	39265000
246	33505000
248	33100000
250	49890000
251	11520000
253	50550000
254	17325000
256	45970000
257	48000000
259	50250000
260	49460000
262	43175000
263	47520000
265	36605000
266	45285000
268	31885000
269	42710000
271	28380000
272	38810000
274	25710000
275	45710000
277	23450000
278	55600000
280	20900000
281	70150000
283	23180000
284	86750000
286	34350000
287	106900000
289	56800000
290	160000000
292	119450000
293	281900000
295	262100000
296	78450000
298	40355000
299	90100000
301	228050000
302	270000000
304	118900000
305	83750000
307	64350000
308	30435000
310	43465000
312	41695000
313	12275000
315	41070000
316	18705000
318	39260000
319	36485000
321	43020000
322	38740000
324	39695000
325	40385000
327	36265000
328	41220000
330	33265000
331	40705000
333	30880000
334	38540000
336	29605000
337	43350000
339	29915000
340	54100000
342	32645000
343	67700000
345	35845000
346	86000000
348	48975000
349	105150000
351	78400000
352	135750000
354	126050000
355	180700000
357	196600000
358	200600000
360	441150000
361	320950000
363	201900000
364	147300000
366	113300000
367	75850000
369	67950000
370	25265000
372	53500000
374	32505000
375	11755000
377	33030000
378	17555000
380	33225000
381	30500000
383	37235000
384	32705000
386	35870000
387	34690000
389	34455000
390	36975000
392	32930000
393	37825000
395	31630000
396	36855000
398	31420000
399	40035000
401	32640000
402	49420000
404	35280000
405	63200000
407	42900000
408	77850000
410	54350000
411	90100000
413	72000000
414	103850000
416	97850000
417	119400000
419	125950000
420	81650000
422	147100000
423	150550000
425	134550000
426	103000000
428	94450000
429	58350000
431	78450000
432	23165000
434	67350000
436	27435000
437	10380000
439	31040000
440	15580000
442	33290000
443	25685000
445	37725000
446	28175000
448	35755000
449	29930000
451	33325000
452	32935000
454	31290000
455	34670000
457	30160000
458	34605000
460	30850000
461	35680000
463	33465000
464	43975000
466	38870000
467	53950000
469	45110000
470	65700000
472	55550000
473	71600000
475	69450000
476	71100000
478	84300000
479	68850000
481	92600000
482	33640000
484	92400000
485	62950000
487	100950000
488	58350000
490	90350000
491	38970000
493	80000000
494	17865000
496	73500000
498	38350000
499	8505000
501	41180000
502	12955000
504	43375000
505	21195000
507	46820000
508	24240000
510	44705000
511	25965000
513	42205000
514	29825000
516	39465000
517	32370000
519	36055000
520	33210000
522	32265000
523	32500000
525	30885000
526	36705000
528	34725000
529	46030000
531	42370000
532	53800000
534	51500000
535	56500000
537	61700000
538	51200000
540	71000000
541	40675000
543	75700000
544	21205000
546	78300000
547	30870000
549	86250000
550	29100000
552	82000000
553	21345000
555	77400000
556	10410000
558	73050000
560	45145000
561	6060000
563	47970000
564	9610000
566	50800000
567	16670000
569	54300000
570	20625000
572	52450000
573	22750000
575	50300000
576	27990000
578	47115000
579	31620000
581	42725000
582	33425000
584	38000000
585	33645000
587	33400000
588	31860000
590	32850000
591	37580000
593	37725000
594	44890000
596	44390000
597	46525000
599	51750000
600	42365000
602	58200000
603	31555000
