2	3	442	463
3	2	442	443
5	3	443	464
6	2	443	444
8	3	444	465
9	2	444	445
11	3	445	466
12	2	445	446
14	3	446	467
15	2	446	447
17	3	447	468
18	2	447	448
20	3	448	469
21	2	448	449
23	3	449	470
24	2	449	450
26	3	450	471
27	2	450	451
29	3	451	472
30	2	451	452
32	3	452	473
33	2	452	453
35	3	453	474
36	2	453	454
38	3	454	475
39	2	454	455
41	3	455	476
42	2	455	456
44	3	456	477
45	2	456	457
47	3	457	478
48	2	457	458
50	3	458	479
51	2	458	459
53	3	459	480
54	2	459	460
56	3	460	481
57	2	460	461
59	3	461	482
60	2	461	462
62	3	462	483
64	3	463	484
65	2	463	464
67	3	464	485
68	2	464	465
70	3	465	486
71	2	465	466
73	3	466	487
74	2	466	467
76	3	467	488
77	2	467	468
79	3	468	489
80	2	468	469
82	3	469	490
83	2	469	470
85	3	470	491
86	2	470	471
88	3	471	492
89	2	471	472
91	3	472	493
92	2	472	473
94	3	473	494
95	2	473	474
97	3	474	495
98	2	474	475
100	3	475	496
101	2	475	476
103	3	476	497
104	2	476	477
106	3	477	498
107	2	477	478
109	3	478	499
110	2	478	479
112	3	479	500
113	2	479	480
115	3	480	501
116	2	480	481
118	3	481	502
119	2	481	482
121	3	482	503
122	2	482	483
124	3	483	504
126	3	484	505
127	2	484	485
129	3	485	506
130	2	485	486
132	3	486	507
133	2	486	487
135	3	487	508
136	2	487	488
138	3	488	509
139	2	488	489
141	3	489	510
142	2	489	490
144	3	490	511
145	2	490	491
147	3	491	512
148	2	491	492
150	3	492	513
151	2	492	493
153	3	493	514
154	2	493	494
156	3	494	515
157	2	494	495
159	3	495	516
160	2	495	496
162	3	496	517
163	2	496	497
165	3	497	518
166	2	497	498
168	3	498	519
169	2	498	499
171	3	499	520
172	2	499	500
174	3	500	521
175	2	500	501
177	3	501	522
178	2	501	502
180	3	502	523
181	2	502	503
183	3	503	524
184	2	503	504
186	3	504	525
188	3	505	526
189	2	505	506
191	3	506	527
192	2	506	507
194	3	507	528
195	2	507	508
197	3	508	529
198	2	508	509
200	3	509	530
201	2	509	510
203	3	510	531
204	2	510	511
206	3	511	532
207	2	511	512
209	3	512	533
210	2	512	513
212	3	513	534
213	2	513	514
215	3	514	535
216	2	514	515
218	3	515	536
219	2	515	516
221	3	516	537
222	2	516	517
224	3	517	538
225	2	517	518
227	3	518	539
228	2	518	519
230	3	519	540
231	2	519	520
233	3	520	541
234	2	520	521
236	3	521	542
237	2	521	522
239	3	522	543
240	2	522	523
242	3	523	544
243	2	523	524
245	3	524	545
246	2	524	525
248	3	525	546
250	3	526	547
251	2	526	527
253	3	527	548
254	2	527	528
256	3	528	549
257	2	528	529
259	3	529	550
260	2	529	530
262	3	530	551
263	2	530	531
265	3	531	552
266	2	531	532
268	3	532	553
269	2	532	533
271	3	533	554
272	2	533	534
274	3	534	555
275	2	534	535
277	3	535	556
278	2	535	536
280	3	536	557
281	2	536	537
283	3	537	558
284	2	537	538
286	3	538	559
287	2	538	539
289	3	539	560
290	2	539	540
292	3	540	561
293	2	540	541
295	3	541	562
296	2	541	542
298	3	542	563
299	2	542	543
301	3	543	564
302	2	543	544
304	3	544	565
305	2	544	545
307	3	545	566
308	2	545	546
310	3	546	567
312	3	547	568
313	2	547	548
315	3	548	569
316	2	548	549
318	3	549	570
319	2	549	550
321	3	550	571
322	2	550	551
324	3	551	572
325	2	551	552
327	3	552	573
328	2	552	553
330	3	553	574
331	2	553	554
333	3	554	575
334	2	554	555
336	3	555	576
337	2	555	556
339	3	556	577
340	2	556	557
342	3	557	578
343	2	557	558
345	3	558	579
346	2	558	559
348	3	559	580
349	2	559	560
351	3	560	581
352	2	560	561
354	3	561	582
355	2	561	562
357	3	562	583
358	2	562	563
360	3	563	584
361	2	563	564
363	3	564	585
364	2	564	565
366	3	565	586
367	2	565	566
369	3	566	587
370	2	566	567
372	3	567	588
374	3	568	589
375	2	568	569
377	3	569	590
378	2	569	570
380	3	570	591
381	2	570	571
383	3	571	592
384	2	571	572
386	3	572	593
387	2	572	573
389	3	573	594
390	2	573	574
392	3	574	595
393	2	574	575
395	3	575	596
396	2	575	576
398	3	576	597
399	2	576	577
401	3	577	598
402	2	577	578
404	3	578	599
405	2	578	579
407	3	579	600
408	2	579	580
410	3	580	601
411	2	580	581
413	3	581	602
414	2	581	582
416	3	582	603
417	2	582	583
419	3	583	604
420	2	583	584
422	3	584	605
423	2	584	585
425	3	585	606
426	2	585	586
428	3	586	607
429	2	586	587
431	3	587	608
432	2	587	588
434	3	588	609
436	3	589	610
437	2	589	590
439	3	590	611
440	2	590	591
442	3	591	612
443	2	591	592
